Date,Open,High,Low,Close,Volume
2020-05-18,9158.2998046875,9158.2998046875,8806.75,8823.25,773000
2020-05-19,8961.7001953125,9030.349609375,8855.2998046875,8879.099609375,762200
2020-05-20,8889.150390625,9093.7998046875,8875.349609375,9066.5498046875,622300
2020-05-21,9079.4501953125,9178.5498046875,9056.099609375,9106.25,631500
2020-05-22,9067.900390625,9149.599609375,8968.5498046875,9039.25,675800
2020-05-26,9099.75,9161.650390625,8996.650390625,9029.0498046875,655000
2020-05-27,9082.2001953125,9334.0,9004.25,9314.9501953125,763500
2020-05-28,9364.9501953125,9511.25,9336.5,9490.099609375,837900
2020-05-29,9422.2001953125,9598.849609375,9376.900390625,9580.2998046875,967000
2020-06-01,9726.849609375,9931.599609375,9706.9501953125,9826.150390625,794200
2020-06-02,9880.849609375,9995.599609375,9824.0498046875,9979.099609375,770200
2020-06-03,10108.2998046875,10176.2001953125,10035.5498046875,10061.5498046875,794700
2020-06-04,10054.25,10123.849609375,9944.25,10029.099609375,775100
2020-06-05,10093.7998046875,10177.7998046875,10040.75,10142.150390625,987100
2020-06-08,10326.75,10328.5,10120.25,10167.4501953125,936500
2020-06-09,10181.150390625,10291.150390625,10021.4501953125,10046.650390625,754200
2020-06-10,10072.599609375,10148.75,10036.849609375,10116.150390625,632400
2020-06-11,10094.099609375,10112.0498046875,9885.0498046875,9902.0,715500
2020-06-12,9544.9501953125,9996.0498046875,9544.349609375,9972.900390625,796300
2020-06-15,9919.349609375,9943.349609375,9726.349609375,9813.7001953125,716100
2020-06-16,10014.7998046875,10046.150390625,9728.5,9914.0,899900
2020-06-17,9876.7001953125,10003.599609375,9833.7998046875,9881.150390625,685400
2020-06-18,9863.25,10111.2001953125,9845.0498046875,10091.650390625,622900
2020-06-19,10119.0,10272.400390625,10072.650390625,10244.400390625,892100
2020-06-22,10318.75,10393.650390625,10277.599609375,10311.2001953125,685400
2020-06-23,10347.9501953125,10484.7001953125,10301.75,10471.0,669200
2020-06-24,10529.25,10553.150390625,10281.9501953125,10305.2998046875,854800
2020-06-25,10235.5498046875,10361.7998046875,10194.5,10288.900390625,994200
2020-06-26,10378.900390625,10409.849609375,10311.25,10383.0,671900
2020-06-29,10311.9501953125,10337.9501953125,10223.599609375,10312.400390625,574500
2020-06-30,10382.599609375,10401.0498046875,10267.349609375,10302.099609375,556200
